n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa,lote
120,1.0,0.0,20261011,0.5099166427134234,0.6956021845357861,1.0,0.0,9,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5973748473748474,0.6565934065934066,0.01,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.5,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.48627645502645506,0.6716269841269842,0.1,0.0,9,0.7,extra
120,1.0,0.0,20261011,0.5335179248032643,0.5829204313611192,0.1,0.5,1,0.6083333333333333,extra
120,1.0,0.0,20261011,0.6525218967079431,0.6700392630625188,0.1,0.5,1,0.6416666666666667,extra
120,1.0,0.0,20261011,0.4954074074074074,0.6832592592592592,1.0,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.6276228801379707,0.6855418223627479,0.01,0.0,9,0.5916666666666667,extra
120,1.0,0.0,20261011,0.48958333333333337,0.6400462962962964,0.01,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.61007702182285,0.662548138639281,0.1,0.5,1,0.6833333333333333,extra
120,1.0,0.0,20261011,0.5415140415140416,0.7078754578754578,0.1,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.512,0.6995555555555556,1.0,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.49438382541720155,0.5,0.01,0.5,0,0.6833333333333333,extra
120,1.0,0.0,20261011,0.4954074074074074,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.5078694258233751,0.7111629262605654,1.0,0.5,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4536483253588517,0.6115430622009569,0.01,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.47798319327731087,0.5,0.1,0.5,0,0.7083333333333334,extra
120,1.0,0.0,20261011,0.5961481481481482,0.7309629629629629,1.0,1.0,8,0.625,extra
120,1.0,0.0,20261011,0.5449660633484164,0.6382918552036199,0.1,0.5,2,0.5666666666666667,extra
120,1.0,0.0,20261011,0.4492753623188406,0.6037226484796818,0.1,0.5,2,0.575,extra
120,1.0,0.0,20261011,0.4278518518518518,0.6435555555555555,1.0,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.43136961722488043,0.5,0.01,0.5,0,0.6333333333333333,extra
120,1.0,0.0,20261011,0.5228125,0.6937499999999999,1.0,0.5,8,0.6666666666666666,extra
120,1.0,0.0,20261011,0.5049189814814814,0.677662037037037,1.0,0.5,8,0.6,extra
120,1.0,0.0,20261011,0.5824175824175825,0.7277167277167277,1.0,1.0,6,0.65,extra
120,1.0,0.0,20261011,0.48748395378690634,0.5,0.01,0.5,0,0.6833333333333333,extra
120,1.0,0.0,20261011,0.45283564814814814,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.40788224121557454,0.5853118075340298,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.4292362002567394,0.5,0.01,0.5,0,0.6833333333333333,extra
120,1.0,0.0,20261011,0.4916405433646813,0.5,0.01,0.5,0,0.725,extra
120,1.0,0.0,20261011,0.49358151476251605,0.6983311938382541,0.1,0.5,4,0.6833333333333333,extra
120,1.0,0.0,20261011,0.5147991543340381,0.5946843853820598,0.01,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.3902652287962693,0.5,0.01,0.5,0,0.6083333333333333,extra
120,1.0,0.0,20261011,0.45832046928064213,0.5,0.01,0.5,0,0.6583333333333333,extra
120,1.0,0.0,20261011,0.47182652738208297,0.6058879392212725,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.4542464114832536,0.6620813397129187,1.0,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.4568356867779204,0.6142490372272144,0.01,0.0,9,0.6833333333333333,extra
120,1.0,0.0,20261011,0.45271164021164023,0.658068783068783,1.0,0.0,9,0.7,extra
120,1.0,0.0,20261011,0.47828571428571426,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.49328571428571427,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.4565972222222222,0.7118055555555555,1.0,1.0,8,0.8,extra
120,1.0,0.0,20261011,0.4632523148148148,0.6171875,0.01,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.5400444938820912,0.7191323692992213,1.0,1.0,8,0.5166666666666667,extra
120,1.0,0.0,20261011,0.39200898587933247,0.6092747111681642,0.1,0.5,2,0.6833333333333333,extra
120,1.0,0.0,20261011,0.5515499825844653,0.7300592128178336,1.0,0.0,9,0.725,extra
120,1.0,0.0,20261011,0.5700961818711745,0.7097056251821626,1.0,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.615068059512504,0.6568534346312124,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.4310012836970475,0.6559691912708602,0.01,0.0,9,0.6833333333333333,extra
120,1.0,0.0,20261011,0.3862323491655969,0.5,0.01,0.5,0,0.6833333333333333,extra
120,1.0,0.0,20261011,0.4371945961483185,0.5,0.01,0.5,0,0.5916666666666667,extra
120,1.0,0.0,20261011,0.47668650793650796,0.6451719576719577,1.0,1.0,6,0.7,extra
120,1.0,0.0,20261011,0.4666566985645933,0.5,0.01,0.5,0,0.6333333333333333,extra
120,1.0,0.0,20261011,0.5167887667887667,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.48635976129582265,0.5,0.01,0.5,0,0.575,extra
120,1.0,0.0,20261011,0.5804425837320574,0.6919856459330144,0.1,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.5772569444444444,0.6417824074074074,0.01,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.34740740740740744,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.6139705882352942,0.7154977375565611,1.0,1.0,6,0.5666666666666667,extra
120,1.0,0.0,20261011,0.48086124401913877,0.6537081339712918,1.0,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.44971307762005436,0.6735125339776502,1.0,1.0,8,0.6416666666666667,extra
120,1.0,0.0,20261011,0.6075589656152317,0.6399545325376528,0.01,0.0,9,0.575,extra
120,1.0,0.0,20261011,0.5896493212669683,0.7121040723981902,0.1,0.0,9,0.5666666666666667,extra
120,1.0,0.0,20261011,0.37787816962984555,0.6691926552025649,1.0,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.5580426057425131,0.6640938561284346,1.0,0.5,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.42643356643356645,0.5,0.01,0.5,0,0.5416666666666666,extra
120,1.0,0.0,20261011,0.4868571428571429,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.48589894242068155,0.5,0.01,0.5,0,0.6166666666666667,extra
120,1.0,0.0,20261011,0.4926739926739926,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.442002442002442,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.43715402149137084,0.6349723217193096,1.0,1.0,5,0.6916666666666667,extra
120,1.0,0.0,20261011,0.5138391403451643,0.5,0.01,0.5,0,0.6916666666666667,extra
120,1.0,0.0,20261011,0.5010060362173039,0.6478873239436619,1.0,1.0,7,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5192418981481481,0.6608796296296295,0.01,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.5434275721364034,0.624453512095599,0.1,0.5,1,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4929494712103408,0.5,0.01,0.5,0,0.6166666666666667,extra
120,1.0,0.0,20261011,0.4259575923392613,0.640218878248974,0.01,0.0,9,0.7166666666666667,extra
120,1.0,0.0,20261011,0.5835447625951432,0.7564334903950706,1.0,0.5,9,0.7416666666666667,extra
120,1.0,0.0,20261011,0.619667860631716,0.7072614783458157,1.0,0.0,9,0.6916666666666667,extra
120,1.0,0.0,20261011,0.6088217338217338,0.6761294261294262,0.1,0.5,3,0.65,extra
120,1.0,0.0,20261011,0.6097488038277512,0.691238038277512,0.1,0.5,2,0.6333333333333333,extra
120,1.0,0.0,20261011,0.6359374999999999,0.7537500000000001,1.0,1.0,7,0.6666666666666666,extra
120,1.0,0.0,20261011,0.4770433083686096,0.6212959947899707,0.1,0.5,1,0.6916666666666667,extra
120,1.0,0.0,20261011,0.44184027777777773,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.5688700748941712,0.7134483881471833,1.0,1.0,7,0.6916666666666667,extra
120,1.0,0.0,20261011,0.544792655903767,0.6853434631212408,1.0,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5037037037037038,0.6915555555555557,1.0,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.46052631578947373,0.6979665071770335,1.0,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.4522283272283273,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.478021978021978,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.49876505094164864,0.6205619018215498,0.1,0.5,1,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5503663003663004,0.6892551892551892,1.0,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.48067049229839925,0.6677740863787375,1.0,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.558196974374807,0.6534424205001543,0.1,0.5,3,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5187740693196405,0.6951219512195121,1.0,0.5,7,0.6833333333333333,extra
120,1.0,0.0,20261011,0.4303835699184536,0.5967985502869224,0.01,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.3907203907203907,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.5300513440048323,0.7034128662035639,1.0,1.0,8,0.6416666666666667,extra
120,1.0,0.0,20261011,0.4777093149691917,0.5,0.01,0.5,0,0.7416666666666667,extra
120,1.0,0.0,20261011,0.514354066985646,0.635017942583732,0.1,0.5,3,0.6333333333333333,extra
120,1.0,0.0,20261011,0.6206702337369756,0.6379892987890736,0.1,0.5,1,0.5583333333333333,extra
120,1.0,0.0,20261011,0.5001437194596148,0.6286289163552745,1.0,0.0,9,0.5916666666666667,extra
120,1.0,0.0,20261011,0.4642650462962963,0.65625,1.0,0.5,7,0.6,extra
120,1.0,0.0,20261011,0.5978009259259259,0.6471354166666666,0.1,0.5,1,0.6,extra
120,1.0,0.0,20261011,0.42714285714285716,0.6225714285714286,0.01,0.0,9,0.5833333333333334,extra
120,1.0,0.0,20261011,0.5,0.5,0.01,0.5,0,0.7083333333333334,extra
120,1.0,0.0,20261011,0.5377440979306325,0.6181871174584669,0.01,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4433364988920544,0.658119658119658,0.1,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5157388516467503,0.6477703293500437,0.1,0.5,2,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4466666666666667,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.4677113010446344,0.6312124089901866,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5075231481481481,0.6698495370370371,0.1,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.593915343915344,0.712962962962963,0.1,0.0,9,0.7,extra
120,1.0,0.0,20261011,0.537037037037037,0.6365740740740741,0.01,0.0,9,0.7,extra
120,1.0,0.0,20261011,0.47268009768009767,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.4632523148148148,0.6440972222222222,1.0,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.46802325581395343,0.6723666210670315,1.0,0.0,9,0.7166666666666667,extra
120,1.0,0.0,20261011,0.5541819291819291,0.6735347985347986,0.1,0.5,3,0.65,extra
120,1.0,0.0,20261011,0.4862029318769761,0.5,0.01,0.5,0,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5938588160810382,0.682494460272238,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.46300211416490483,0.6221685291452733,1.0,1.0,6,0.6416666666666667,extra
120,1.0,0.0,20261011,0.49506578947368424,0.6869019138755981,1.0,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.5235879332477535,0.6116816431322208,0.01,0.0,9,0.6833333333333333,extra
120,1.0,0.0,20261011,0.40242857142857147,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.5173418828329933,0.6878461090061206,1.0,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.5611299783883914,0.6897190490892251,0.1,0.0,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.4662857142857143,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.601139601139601,0.726179170623615,1.0,1.0,7,0.675,extra
120,1.0,0.0,20261011,0.579172366621067,0.6320109439124487,0.01,0.0,9,0.7166666666666667,extra
120,1.0,0.0,20261011,0.46990424076607384,0.5,0.01,0.5,0,0.7166666666666667,extra
120,1.0,0.0,20261011,0.4639126305792972,0.5,0.01,0.5,0,0.675,extra
120,1.0,0.0,20261011,0.5071009570855203,0.5,0.01,0.5,0,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5245760275941362,0.6261856855418224,0.1,0.5,1,0.5916666666666667,extra
120,1.0,0.0,20261011,0.4863865546218487,0.6349579831932773,0.1,0.5,2,0.7083333333333334,extra
120,1.0,0.0,20261011,0.430379746835443,0.6566841617783267,1.0,1.0,7,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5956227967097532,0.727967097532315,0.1,0.0,9,0.6166666666666667,extra
120,1.0,0.0,20261011,0.42840608465608465,0.5,0.01,0.5,0,0.7,extra
120,1.0,0.0,20261011,0.4799154334038055,0.5,0.01,0.5,0,0.6416666666666667,extra
120,1.0,0.0,20261011,0.39407407407407413,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.4841507177033493,0.6417464114832536,0.1,0.5,2,0.6333333333333333,extra
120,1.0,0.0,20261011,0.5274725274725275,0.6278998778998779,0.01,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.3837037037037037,0.6373333333333333,0.1,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.46108217592592593,0.6877893518518519,0.1,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.46835443037974683,0.6650200679221981,1.0,1.0,6,0.6583333333333333,extra
120,1.0,0.0,20261011,0.4628125000000001,0.5,0.01,0.5,0,0.6666666666666666,extra
120,1.0,0.0,20261011,0.43336498892054454,0.6157011712567267,1.0,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5059808612440191,0.6028708133971291,0.01,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.566875,0.6653125,1.0,0.0,9,0.6666666666666666,extra
120,1.0,0.0,20261011,0.5470085470085471,0.6129426129426129,0.1,0.5,2,0.65,extra
120,1.0,0.0,20261011,0.5520034100596761,0.6552998010798522,0.1,0.5,3,0.575,extra
120,1.0,0.0,20261011,0.584165687426557,0.6994712103407756,0.1,0.0,9,0.6166666666666667,extra
120,1.0,0.0,20261011,0.4442997685185185,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.4769990737882062,0.5867551713491819,0.1,0.5,1,0.6583333333333333,extra
120,1.0,0.0,20261011,0.459165687426557,0.5699177438307873,0.1,0.5,2,0.6166666666666667,extra
120,1.0,0.0,20261011,0.566319346662912,0.6510842016333427,0.1,0.0,9,0.5583333333333333,extra
120,1.0,0.0,20261011,0.4353846153846154,0.5,0.01,0.5,0,0.5416666666666666,extra
120,1.0,0.0,20261011,0.49572649572649574,0.6207660652105096,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.396573016363075,0.6434084594010498,1.0,0.0,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.46843749999999995,0.5,0.01,0.5,0,0.6666666666666666,extra
120,1.0,0.0,20261011,0.45843125734430085,0.5,0.01,0.5,0,0.6166666666666667,extra
120,1.0,0.0,20261011,0.5240625000000001,0.704375,1.0,0.5,9,0.6666666666666666,extra
120,1.0,0.0,20261011,0.5218301435406699,0.6324760765550239,0.1,0.5,2,0.6333333333333333,extra
120,1.0,0.0,20261011,0.43407407407407406,0.6524444444444445,1.0,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.47129116875546484,0.6065287088312444,0.01,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.48575205640423036,0.6903642773207991,1.0,0.5,8,0.6166666666666667,extra
120,1.0,0.0,20261011,0.4900392817059484,0.584455667789001,0.01,0.0,9,0.55,extra
120,1.0,0.0,20261011,0.6429398148148148,0.6851851851851852,0.01,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.4771241830065359,0.5,0.01,0.5,0,0.575,extra
120,1.0,0.0,20261011,0.46343750000000006,0.5,0.01,0.5,0,0.6666666666666666,extra
120,1.0,0.0,20261011,0.43995949074074076,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.5908215661103979,0.6249999999999999,0.1,0.5,1,0.6833333333333333,extra
120,1.0,0.0,20261011,0.5336700336700337,0.619668911335578,0.1,0.5,2,0.55,extra
120,1.0,0.0,20261011,0.49559341950646296,0.6762632197414806,1.0,0.0,9,0.6166666666666667,extra
120,1.0,0.0,20261011,0.5368697172835908,0.6318857475954532,0.01,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.42780671296296297,0.5729166666666666,0.01,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.6300837320574162,0.7299641148325359,1.0,0.5,8,0.6333333333333333,extra
120,1.0,0.0,20261011,0.47261791706236156,0.5,0.01,0.5,0,0.675,extra
120,1.0,0.0,20261011,0.4228329809725158,0.6414980368468741,1.0,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.5503851091142491,0.6473042362002568,0.1,0.5,4,0.6833333333333333,extra
120,1.0,0.0,20261011,0.5679012345679013,0.7214308325419436,1.0,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.4207741576162629,0.5,0.01,0.5,0,0.525,extra
120,1.0,0.0,20261011,0.43403276803679214,0.5,0.01,0.5,0,0.5916666666666667,extra
120,1.0,0.0,20261011,0.6102857142857143,0.662,0.01,0.0,9,0.5833333333333334,extra
120,1.0,0.0,20261011,0.49730927508705286,0.5739157961380184,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5193821043427572,0.6884290294374817,1.0,1.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4738542890716804,0.6742068155111633,0.1,0.0,9,0.6166666666666667,extra
120,1.0,0.0,20261011,0.5633344187561055,0.6465320742429177,0.1,0.5,2,0.6916666666666667,extra
120,1.0,0.0,20261011,0.5282392026578073,0.588341890667472,0.1,0.5,1,0.6416666666666667,extra
120,1.0,0.0,20261011,0.49970095693779903,0.6139354066985645,0.1,0.5,1,0.6333333333333333,extra
120,1.0,0.0,20261011,0.47449723112795106,0.5,0.01,0.5,0,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4470486111111111,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.43345789019833286,0.5,0.01,0.5,0,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5550807217473883,0.7154162709718265,0.1,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.3691245593419507,0.628084606345476,1.0,1.0,5,0.6166666666666667,extra
120,1.0,0.0,20261011,0.3958565072302559,0.5,0.01,0.5,0,0.5166666666666667,extra
120,1.0,0.0,20261011,0.5196759259259259,0.703125,1.0,0.0,9,0.6,extra
120,1.0,0.0,20261011,0.43599999999999994,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.6049000281610815,0.638974936637567,0.1,1.0,1,0.5583333333333333,extra
120,1.0,0.0,20261011,0.5347327091513139,0.6063122923588039,0.1,0.5,3,0.6416666666666667,extra
120,1.0,0.0,20261011,0.5647130647130647,0.7106227106227107,1.0,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.4963235294117647,0.6351809954751132,0.01,0.0,9,0.5666666666666667,extra
120,1.0,0.0,20261011,0.5134375,0.5,0.01,0.5,0,0.6666666666666666,extra
120,1.0,0.0,20261011,0.5,0.5,0.01,0.5,0,0.6666666666666666,extra
120,1.0,0.0,20261011,0.4398148148148148,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.5551215277777778,0.6671006944444444,0.1,0.5,3,0.6,extra
120,1.0,0.0,20261011,0.4525925925925926,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.37277761585543573,0.6788108423200233,1.0,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.5061728395061729,0.5,0.01,0.5,0,0.675,extra
120,1.0,0.0,20261011,0.4328730904817861,0.5,0.01,0.5,0,0.6166666666666667,extra
120,1.0,0.0,20261011,0.4702452153110048,0.5,0.01,0.5,0,0.6333333333333333,extra
120,1.0,0.0,20261011,0.4924220343923055,0.5814631302827163,0.1,0.5,2,0.6083333333333333,extra
120,1.0,0.0,20261011,0.44688703465982027,0.5,0.01,0.5,0,0.6833333333333333,extra
120,1.0,0.0,20261011,0.34785185185185186,0.5985185185185184,0.01,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.44917582417582425,0.6620879120879122,1.0,1.0,3,0.65,extra
120,1.0,0.0,20261011,0.5708245243128964,0.7215342796738144,0.1,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.62402950310559,0.7565993788819876,0.1,0.0,9,0.7666666666666667,extra
120,1.0,0.0,20261011,0.5801173201605434,0.7153442420500155,1.0,1.0,7,0.6583333333333333,extra
120,1.0,0.0,20261011,0.4974053724053724,0.6175213675213675,0.01,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.39086368977673325,0.5,0.01,0.5,0,0.6166666666666667,extra
120,1.0,0.0,20261011,0.5925714285714285,0.644,0.1,0.5,3,0.5833333333333334,extra
120,1.0,0.0,20261011,0.5014140271493213,0.5,0.01,0.5,0,0.5666666666666667,extra
120,1.0,0.0,20261011,0.5503241741278172,0.6526705773386847,0.1,0.5,2,0.6583333333333333,extra
120,1.0,0.0,20261011,0.40025575447570333,0.5,0.01,0.5,0,0.575,extra
120,1.0,0.0,20261011,0.5421160011658408,0.6333430486738559,0.1,0.5,1,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4198826798394566,0.6427909848718741,1.0,0.0,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5305185185185185,0.6954074074074075,1.0,1.0,7,0.625,extra
120,1.0,0.0,20261011,0.409688995215311,0.6016746411483254,0.01,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.4660389008953381,0.5,0.01,0.5,0,0.6583333333333333,extra
120,1.0,0.0,20261011,0.44369747899159656,0.5,0.01,0.5,0,0.7083333333333334,extra
120,1.0,0.0,20261011,0.4658119658119658,0.6242481798037354,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.3588217338217338,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.5423972405863754,0.6361023282552457,0.1,0.5,3,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5140415140415141,0.6196581196581197,0.1,0.5,2,0.65,extra
120,1.0,0.0,20261011,0.44871411483253587,0.5,0.01,0.5,0,0.6333333333333333,extra
120,1.0,0.0,20261011,0.596910521713786,0.704167881084232,1.0,0.5,8,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4348148148148148,0.6766666666666667,1.0,0.0,9,0.75,extra
120,1.0,0.0,20261011,0.4886079466518477,0.5,0.01,0.5,0,0.49166666666666664,extra
120,1.0,0.0,20261011,0.5437968088570498,0.6453923803321393,0.01,0.0,9,0.6916666666666667,extra
120,1.0,0.0,20261011,0.47095635430038507,0.6489088575096277,0.1,0.0,9,0.6833333333333333,extra
120,1.0,0.0,20261011,0.4634146341463415,0.5,0.01,0.5,0,0.6833333333333333,extra
120,1.0,0.0,20261011,0.48379129360913864,0.6017289286816919,0.01,0.0,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.4205770912270475,0.6907607111629261,1.0,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.5066445182724252,0.6587133796436122,1.0,1.0,4,0.6416666666666667,extra
120,1.0,0.0,20261011,0.4242016806722689,0.6796638655462185,1.0,0.0,9,0.7083333333333334,extra
120,1.0,0.0,20261011,0.4864163614163614,0.6138583638583639,0.01,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.5033577533577533,0.6121794871794872,0.1,0.5,2,0.65,extra
120,1.0,0.0,20261011,0.4963369963369964,0.681013431013431,0.1,0.0,9,0.65,extra
120,1.0,0.0,20261011,0.4814923619271445,0.5,0.01,0.5,0,0.6166666666666667,extra
120,1.0,0.0,20261011,0.4526909722222222,0.6539351851851851,1.0,0.5,8,0.6,extra
120,1.0,0.0,20261011,0.5831111111111111,0.6551111111111111,0.1,0.5,3,0.625,extra
120,1.0,0.0,20261011,0.35416666666666663,0.5,0.01,0.5,0,0.6,extra
120,1.0,0.0,20261011,0.4368988633051588,0.5,0.01,0.5,0,0.6083333333333333,extra
120,1.0,0.0,20261011,0.6042165071770335,0.7030502392344498,0.1,0.0,9,0.6333333333333333,extra
120,1.0,0.0,20261011,0.43984375000000003,0.5884375000000001,0.01,0.0,9,0.6666666666666666,extra
120,1.0,0.0,20261011,0.5548172757475083,0.6665659921473874,0.1,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.39564732142857145,0.5,0.01,0.5,0,0.5333333333333333,extra
120,1.0,0.0,20261011,0.5697478991596638,0.6489075630252101,0.1,0.5,2,0.7083333333333334,extra
120,1.0,0.0,20261011,0.66384778012685,0.7505285412262157,1.0,0.0,9,0.6416666666666667,extra
120,1.0,0.0,20261011,0.48676429174880315,0.6057448606026472,0.01,0.0,9,0.5583333333333333,extra
120,1.0,0.0,20261011,0.4603407755581669,0.6330787309048178,0.01,0.0,9,0.6166666666666667,extra
120,1.0,0.0,20261011,0.45707934336525313,0.5,0.01,0.5,0,0.7166666666666667,extra
120,1.0,0.0,20261011,0.4318936877076412,0.5,0.01,0.5,0,0.6416666666666667,extra
120,1.0,0.0,20261011,0.5389099387933547,0.6183328475663072,0.1,0.5,2,0.6083333333333333,extra
120,1.0,0.0,20261011,0.410962962962963,0.6127407407407407,1.0,1.0,5,0.625,extra
120,1.0,0.0,20261011,0.4766903365236184,0.6980549552330967,1.0,0.0,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5071875,0.639375,0.01,0.0,9,0.6666666666666666,extra
120,1.0,0.0,20261011,0.618923611111111,0.7022569444444445,1.0,1.0,7,0.6,extra
120,1.0,0.0,20261011,0.48106546854942234,0.6713735558408217,1.0,0.0,9,0.6833333333333333,extra
120,1.0,0.0,20261011,0.5498575498575499,0.7049699271921495,1.0,1.0,6,0.675,extra
120,1.0,0.0,20261011,0.5067586595325261,0.5,0.01,0.5,0,0.5583333333333333,extra
120,1.0,0.0,20261011,0.430962962962963,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.4115070975536092,0.5744488070069466,0.1,0.5,1,0.6416666666666667,extra
120,1.0,0.0,20261011,0.6536296296296297,0.7016296296296296,0.01,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.5430038510911425,0.6026957637997433,0.01,0.0,9,0.6833333333333333,extra
120,1.0,0.0,20261011,0.45531250000000006,0.6640625,1.0,0.5,9,0.6666666666666666,extra
120,1.0,0.0,20261011,0.46691991136435573,0.6198163975941753,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.46277665995975853,0.6961770623742456,1.0,1.0,7,0.5916666666666667,extra
