n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa,variante
41,-1.0,0.0,-1,0.45502645502645506,0.7301587301587301,0.01,0.0,9,0.6585365853658537,copula
41,-1.0,0.0,-1,0.46291866028708134,0.5,0.01,0.5,0,0.5365853658536586,copula
41,-1.0,0.0,-1,0.34615384615384615,0.5,0.01,0.5,0,0.6829268292682927,copula
41,-1.0,0.0,-1,0.45151515151515154,0.5,0.01,0.5,0,0.7317073170731707,copula
41,-1.0,0.0,-1,0.5410052910052909,0.761904761904762,1.0,0.5,8,0.6585365853658537,copula
41,-1.0,0.0,-1,0.40897435897435896,0.6794871794871795,0.01,0.0,9,0.6341463414634146,copula
41,-1.0,0.0,-1,0.54125,0.8025000000000001,1.0,0.5,8,0.6097560975609756,copula
41,-1.0,0.0,-1,0.4607843137254902,0.5,0.01,0.5,0,0.5853658536585366,copula
41,-1.0,0.0,-1,0.45054945054945056,0.8489010989010989,1.0,0.0,9,0.6829268292682927,copula
41,-1.0,0.0,-1,0.42857142857142855,0.5,0.01,0.5,0,0.6829268292682927,copula
41,-1.0,0.0,-1,0.46875,0.5,0.01,0.5,0,0.6097560975609756,copula
41,-1.0,0.0,-1,0.5158045977011494,0.5,0.01,0.5,0,0.7073170731707317,copula
41,-1.0,0.0,-1,0.5660919540229885,0.839080459770115,1.0,0.5,6,0.7073170731707317,copula
41,-1.0,0.0,-1,0.7230769230769231,0.7871794871794873,0.01,0.0,9,0.6341463414634146,copula
41,-1.0,0.0,-1,0.4620098039215686,0.5,0.01,0.5,0,0.5853658536585366,copula
41,-1.0,0.0,-1,0.5848484848484848,0.7454545454545456,1.0,1.0,3,0.7317073170731707,copula
41,-1.0,0.0,-1,0.49,0.695,0.1,0.0,9,0.6097560975609756,copula
41,-1.0,0.0,-1,0.5167464114832536,0.6483253588516746,0.01,0.0,9,0.5365853658536586,copula
41,-1.0,0.0,-1,0.646551724137931,0.7959770114942529,0.1,0.0,9,0.7073170731707317,copula
41,-1.0,0.0,-1,0.4942528735632184,0.7183908045977012,1.0,1.0,4,0.7073170731707317,copula
41,-1.0,0.0,-1,0.3965517241379311,0.6609195402298851,0.01,0.0,9,0.7073170731707317,copula
41,-1.0,0.0,-1,0.4358974358974359,0.782051282051282,1.0,1.0,6,0.6341463414634146,copula
41,-1.0,0.0,-1,0.3983516483516483,0.5,0.01,0.5,0,0.6829268292682927,copula
41,-1.0,0.0,-1,0.6379310344827587,0.8247126436781609,1.0,0.0,9,0.7073170731707317,copula
41,-1.0,0.0,-1,0.4697802197802198,0.7747252747252747,0.1,0.0,9,0.6829268292682927,copula
41,-1.0,0.0,-1,0.5066137566137566,0.5,0.01,0.5,0,0.6585365853658537,copula
41,-1.0,0.0,-1,0.4115384615384615,0.6538461538461539,0.01,0.0,9,0.6341463414634146,copula
41,-1.0,0.0,-1,0.6388888888888888,0.7065217391304347,0.1,0.5,1,0.5609756097560976,copula
41,-1.0,0.0,-1,0.4102564102564103,0.6717948717948719,0.01,0.0,9,0.6341463414634146,copula
41,-1.0,0.0,-1,0.5923076923076923,0.7333333333333334,0.1,0.0,9,0.6341463414634146,copula
41,-1.0,0.0,-1,0.455026455026455,0.6666666666666666,0.1,0.5,1,0.6585365853658537,copula
41,-1.0,0.0,-1,0.4178743961352657,0.5,0.01,0.5,0,0.5609756097560976,copula
41,-1.0,0.0,-1,0.35144927536231885,0.714975845410628,0.01,0.0,9,0.5609756097560976,copula
41,-1.0,0.0,-1,0.40942028985507245,0.644927536231884,0.01,0.0,9,0.5609756097560976,copula
41,-1.0,0.0,-1,0.5028735632183908,0.8247126436781609,1.0,1.0,5,0.7073170731707317,copula
41,-1.0,0.0,-1,0.5576923076923077,0.6987179487179487,0.1,0.5,1,0.6341463414634146,copula
41,-1.0,0.0,-1,0.4044117647058823,0.5,0.01,0.5,0,0.5853658536585366,copula
41,-1.0,0.0,-1,0.4782051282051282,0.5,0.01,0.5,0,0.6341463414634146,copula
41,-1.0,0.0,-1,0.5824175824175823,0.7142857142857142,0.01,0.0,9,0.6829268292682927,copula
41,-1.0,0.0,-1,0.44852941176470584,0.5,0.01,0.5,0,0.5853658536585366,copula
41,-1.0,0.0,-1,0.4636363636363637,0.6363636363636364,0.01,0.0,9,0.7317073170731707,copula
41,-1.0,0.0,-1,0.47875,0.5,0.01,0.5,0,0.6097560975609756,copula
41,-1.0,0.0,-1,0.4175,0.65,0.01,0.0,9,0.6097560975609756,copula
