n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa
41,1.0,0.0,20260811,0.5641025641025641,0.8051282051282052,1.0,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.495,0.5,0.01,0.5,0,0.6097560975609756
41,1.0,0.0,20260811,0.6494252873563219,0.8390804597701149,0.1,0.5,1,0.7073170731707317
41,1.0,0.0,20260811,0.5079365079365079,0.7910052910052909,1.0,1.0,7,0.6585365853658537
41,1.0,0.0,20260811,0.3961352657004831,0.7584541062801932,1.0,1.0,5,0.5609756097560976
41,1.0,0.0,20260811,0.3431372549019608,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260811,0.30687830687830686,0.7248677248677249,0.01,0.0,9,0.6585365853658537
41,1.0,0.0,20260811,0.3424242424242424,0.6454545454545455,0.01,0.0,9,0.7317073170731707
41,1.0,0.0,20260811,0.34210526315789475,0.7212918660287082,0.1,0.5,1,0.5365853658536586
41,1.0,0.0,20260811,0.3025,0.5,0.01,0.5,0,0.6097560975609756
41,1.0,0.0,20260811,0.4251207729468599,0.7198067632850241,0.01,0.0,9,0.5609756097560976
41,1.0,0.0,20260811,0.7417582417582418,0.7568681318681318,0.1,0.5,1,0.6829268292682927
41,1.0,0.0,20260811,0.6005291005291005,0.835978835978836,1.0,0.0,9,0.6585365853658537
41,1.0,0.0,20260811,0.3623188405797102,0.6328502415458938,0.01,0.0,9,0.5609756097560976
41,1.0,0.0,20260811,0.5054945054945055,0.7774725274725275,0.1,0.0,9,0.6829268292682927
41,1.0,0.0,20260811,0.5,0.8153846153846154,1.0,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.34770114942528735,0.5,0.01,0.5,0,0.7073170731707317
41,1.0,0.0,20260811,0.3769230769230769,0.5,0.01,0.5,0,0.6341463414634146
41,1.0,0.0,20260811,0.54,0.855,1.0,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.3475,0.5,0.01,0.5,0,0.6097560975609756
