n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa
41,1.0,0.0,20260711,0.4772727272727273,0.5,0.01,0.5,0,0.8048780487804879
41,1.0,0.0,20260711,0.41375000000000006,0.5,0.01,0.5,0,0.6097560975609756
41,1.0,0.0,20260711,0.503968253968254,0.7314814814814814,0.1,0.5,1,0.6585365853658537
41,1.0,0.0,20260711,0.42528735632183906,0.5,0.01,0.5,0,0.7073170731707317
41,1.0,0.0,20260711,0.4419354838709677,0.8903225806451613,1.0,0.0,9,0.7560975609756098
41,1.0,0.0,20260711,0.44625,0.6325000000000001,0.01,0.0,9,0.6097560975609756
41,1.0,0.0,20260711,0.59,0.7424999999999999,0.01,0.0,9,0.6097560975609756
41,1.0,0.0,20260711,0.4677033492822967,0.5,0.01,0.5,0,0.5365853658536586
41,1.0,0.0,20260711,0.4818840579710145,0.7391304347826088,0.1,0.5,1,0.43902439024390244
41,1.0,0.0,20260711,0.3732057416267942,0.6459330143540669,0.01,0.0,9,0.4634146341463415
41,1.0,0.0,20260711,0.5659340659340659,0.8104395604395604,1.0,1.0,5,0.6829268292682927
41,1.0,0.0,20260711,0.6236263736263736,0.7252747252747253,0.01,0.0,9,0.6829268292682927
41,1.0,0.0,20260711,0.4504830917874396,0.5,0.01,0.5,0,0.5609756097560976
41,1.0,0.0,20260711,0.6552197802197801,0.7788461538461539,0.1,0.5,1,0.6829268292682927
41,1.0,0.0,20260711,0.25956937799043067,0.5,0.01,0.5,0,0.5365853658536586
41,1.0,0.0,20260711,0.4505494505494505,0.6648351648351648,0.01,0.0,9,0.6829268292682927
41,1.0,0.0,20260711,0.4933862433862434,0.6931216931216931,0.01,0.0,9,0.6585365853658537
41,1.0,0.0,20260711,0.5588235294117647,0.7573529411764706,1.0,1.0,4,0.5853658536585366
41,1.0,0.0,20260711,0.5458937198067633,0.821256038647343,1.0,0.0,9,0.5609756097560976
41,1.0,0.0,20260711,0.47916666666666663,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260711,0.45454545454545453,0.5,0.01,0.5,0,0.7317073170731707
